name_team,id,ova,att,mid,def,transfer_budget,speed,dribbling,passing,positioning,crossing,shooting,aggression,pressure,team_width,defender_line,dp,ip,players,saa,taa,date,fifa,year_week
arsenal,1,82,85,82,81,90.7,slow,normal,safe,free_form,normal,normal,press,high,narrow,cover,9,9,33,27.91,24.76,2017-11-20,FIFA18,2017-W47
tottenham_hotspur,18,82,85,81,81,71.4,balanced,little,safe,organised,little,little,press,high,normal,cover,9,8,33,24.73,23.27,2017-11-20,FIFA18,2017-W47
liverpool,9,81,83,82,77,76,balanced,lots,normal,free_form,normal,normal,press,high,normal,cover,9,7,33,25.09,23.88,2017-11-20,FIFA18,2017-W47
everton,7,80,69,79,78,64.4,balanced,little,safe,organised,normal,normal,press,high,normal,cover,8,6,33,26.27,25.18,2017-11-20,FIFA18,2017-W47
southampton,17,78,78,78,78,50.5,balanced,normal,normal,organised,normal,normal,press,high,normal,cover,7,5,33,26.36,24.33,2017-11-20,FIFA18,2017-W47
west_ham_united,19,78,79,78,78,63.2,balanced,normal,normal,organised,lots,normal,press,medium,normal,cover,7,5,33,28.64,24.42,2017-11-20,FIFA18,2017-W47
leicester_city,95,78,79,78,76,53.7,fast,normal,normal,organised,normal,normal,press,medium,normal,cover,5,5,33,27.73,25.21,2017-11-20,FIFA18,2017-W47
watford,1795,77,77,77,76,44.8,balanced,normal,normal,organised,normal,normal,press,medium,normal,cover,3,3,33,27.55,26.03,2017-11-20,FIFA18,2017-W47
stoke_city,1806,77,78,76,77,48.3,balanced,normal,normal,organised,normal,normal,press,medium,normal,cover,6,4,33,26.64,24.55,2017-11-20,FIFA18,2017-W47
west_bromwich_albion,109,77,78,77,76,41.1,fast,normal,normal,organised,lots,normal,contain,deep,narrow,cover,5,4,31,28.45,25.48,2017-11-20,FIFA18,2017-W47
crystal_palace,1799,76,79,74,76,45.8,balanced,normal,risky,organised,normal,normal,press,high,normal,cover,4,4,33,25.73,25.21,2017-11-20,FIFA18,2017-W47
swansea_city,1960,76,76,77,75,45,balanced,normal,normal,organised,normal,normal,press,medium,normal,cover,5,4,33,25.36,25.3,2017-11-20,FIFA18,2017-W47
burnley,1796,75,74,75,76,40.7,balanced,normal,normal,organised,normal,lots,press,medium,wide,cover,3,3,33,26.64,25.58,2017-11-20,FIFA18,2017-W47
newcastle_united,13,75,74,74,75,34.1,balanced,normal,normal,organised,normal,normal,press,medium,normal,cover,10,3,33,25,23.97,2017-11-20,FIFA18,2017-W47
bournemouth,1943,75,76,74,75,41.3,balanced,little,normal,organised,normal,normal,press,medium,normal,cover,3,3,33,27.64,24.79,2017-11-20,FIFA18,2017-W47
brighton_&_hove_albion,1808,74,72,75,74,31.6,balanced,normal,normal,organised,lots,normal,press,medium,normal,cover,2,1,33,27.09,25.97,2017-11-20,FIFA18,2017-W47
huddersfield_town,1939,73,75,72,73,32.4,balanced,normal,normal,organised,normal,normal,press,high,normal,cover,2,1,33,26.64,24.27,2017-11-20,FIFA18,2017-W47
chelsea,5,84,85,84,82,93.4,balanced,normal,safe,organised,normal,normal,press,high,normal,cover,10,10,33,26.55,23.76,2017-11-16,FIFA18,2017-W46
manchester_city,10,84,85,85,82,150,slow,normal,normal,free_form,normal,little,press,medium,normal,cover,10,9,33,26.36,23.39,2017-11-16,FIFA18,2017-W46
manchester_united,11,83,87,83,81,169.2,balanced,normal,normal,free_form,normal,little,press,medium,normal,cover,10,10,33,26.27,24.64,2017-11-16,FIFA18,2017-W46
arsenal,1,82,85,82,81,90.7,slow,normal,safe,free_form,normal,normal,press,high,narrow,cover,9,9,33,27.91,24.76,2017-11-16,FIFA18,2017-W46
tottenham_hotspur,18,82,85,81,81,71.4,balanced,little,safe,organised,little,little,press,high,normal,cover,9,8,33,24.73,23.27,2017-11-16,FIFA18,2017-W46
liverpool,9,81,83,82,77,76,balanced,lots,normal,free_form,normal,normal,press,high,normal,cover,9,7,33,25.09,23.88,2017-11-16,FIFA18,2017-W46
everton,7,80,69,79,78,64.4,balanced,little,safe,organised,normal,normal,press,high,normal,cover,8,6,33,26.27,25.18,2017-11-16,FIFA18,2017-W46
southampton,17,78,78,78,78,50.5,balanced,normal,normal,organised,normal,normal,press,high,normal,cover,7,5,33,26.36,24.33,2017-11-16,FIFA18,2017-W46
west_ham_united,19,78,79,78,78,63.2,balanced,normal,normal,organised,lots,normal,press,medium,normal,cover,7,5,33,28.64,24.42,2017-11-16,FIFA18,2017-W46
leicester_city,95,78,79,78,76,53.7,fast,normal,normal,organised,normal,normal,press,medium,normal,cover,5,5,33,27.73,25.21,2017-11-16,FIFA18,2017-W46
watford,1795,77,77,77,76,44.8,balanced,normal,normal,organised,normal,normal,press,medium,normal,cover,3,3,33,27.55,26.03,2017-11-16,FIFA18,2017-W46
stoke_city,1806,77,78,76,77,48.3,balanced,normal,normal,organised,normal,normal,press,medium,normal,cover,6,4,33,26.64,24.55,2017-11-16,FIFA18,2017-W46
west_bromwich_albion,109,77,78,77,76,41.1,fast,normal,normal,organised,lots,normal,contain,deep,narrow,cover,5,4,31,28.45,25.48,2017-11-16,FIFA18,2017-W46
crystal_palace,1799,76,79,74,76,45.8,balanced,normal,risky,organised,normal,normal,press,high,normal,cover,4,4,33,25.73,25.21,2017-11-16,FIFA18,2017-W46
swansea_city,1960,76,76,77,75,45,balanced,normal,normal,organised,normal,normal,press,medium,normal,cover,5,4,33,25.36,25.3,2017-11-16,FIFA18,2017-W46
burnley,1796,75,74,75,76,40.7,balanced,normal,normal,organised,normal,lots,press,medium,wide,cover,3,3,33,26.64,25.58,2017-11-16,FIFA18,2017-W46
newcastle_united,13,75,74,74,75,34.1,balanced,normal,normal,organised,normal,normal,press,medium,normal,cover,10,3,33,25,23.97,2017-11-16,FIFA18,2017-W46
bournemouth,1943,75,76,74,75,41.3,balanced,little,normal,organised,normal,normal,press,medium,normal,cover,3,3,33,27.64,24.79,2017-11-16,FIFA18,2017-W46
brighton_&_hove_albion,1808,74,72,75,74,31.6,balanced,normal,normal,organised,lots,normal,press,medium,normal,cover,2,1,33,27.09,25.97,2017-11-16,FIFA18,2017-W46
huddersfield_town,1939,73,75,72,73,32.4,balanced,normal,normal,organised,normal,normal,press,high,normal,cover,2,1,33,26.64,24.27,2017-11-16,FIFA18,2017-W46
chelsea,5,84,85,84,82,93.4,balanced,normal,safe,organised,normal,normal,press,high,normal,cover,10,10,33,26.55,23.76,2017-11-13,FIFA18,2017-W46
manchester_city,10,84,85,85,82,150,slow,normal,normal,free_form,normal,little,press,medium,normal,cover,10,9,33,26.36,23.39,2017-11-13,FIFA18,2017-W46
manchester_united,11,83,87,83,81,169.2,balanced,normal,normal,free_form,normal,little,press,medium,normal,cover,10,10,33,26.27,24.64,2017-11-13,FIFA18,2017-W46
arsenal,1,82,85,82,81,90.7,slow,normal,safe,free_form,normal,normal,press,high,narrow,cover,9,9,33,27.91,24.76,2017-11-13,FIFA18,2017-W46
tottenham_hotspur,18,82,85,81,81,71.4,balanced,little,safe,organised,little,little,press,high,normal,cover,9,8,33,24.73,23.27,2017-11-13,FIFA18,2017-W46
liverpool,9,81,83,82,77,76,balanced,lots,normal,free_form,normal,normal,press,high,normal,cover,9,7,33,25.09,23.88,2017-11-13,FIFA18,2017-W46
everton,7,80,69,79,78,64.4,balanced,little,safe,organised,normal,normal,press,high,normal,cover,8,6,33,26.27,25.18,2017-11-13,FIFA18,2017-W46
southampton,17,78,78,78,78,50.5,balanced,normal,normal,organised,normal,normal,press,high,normal,cover,7,5,33,26.36,24.33,2017-11-13,FIFA18,2017-W46
west_ham_united,19,78,79,78,78,63.2,balanced,normal,normal,organised,lots,normal,press,medium,normal,cover,7,5,33,28.64,24.42,2017-11-13,FIFA18,2017-W46
leicester_city,95,78,79,78,76,53.7,fast,normal,normal,organised,normal,normal,press,medium,normal,cover,5,5,33,27.73,25.21,2017-11-13,FIFA18,2017-W46
watford,1795,77,77,76,76,44.8,balanced,normal,normal,organised,normal,normal,press,medium,normal,cover,3,3,33,27.55,26.03,2017-11-13,FIFA18,2017-W46
stoke_city,1806,77,78,76,77,48.3,balanced,normal,normal,organised,normal,normal,press,medium,normal,cover,6,4,33,26.64,24.55,2017-11-13,FIFA18,2017-W46
west_bromwich_albion,109,77,80,77,76,41.1,fast,normal,normal,organised,lots,normal,contain,deep,narrow,cover,5,4,31,28.45,25.48,2017-11-13,FIFA18,2017-W46
crystal_palace,1799,76,79,74,76,45.8,balanced,normal,risky,organised,normal,normal,press,high,normal,cover,4,4,33,25.73,25.21,2017-11-13,FIFA18,2017-W46
swansea_city,1960,76,76,77,75,45,balanced,normal,normal,organised,normal,normal,press,medium,normal,cover,5,4,33,25.36,25.3,2017-11-13,FIFA18,2017-W46
burnley,1796,75,74,75,76,40.7,balanced,normal,normal,organised,normal,lots,press,medium,wide,cover,3,3,33,26.64,25.58,2017-11-13,FIFA18,2017-W46
newcastle_united,13,75,74,74,75,34.1,balanced,normal,normal,organised,normal,normal,press,medium,normal,cover,10,3,33,25,23.97,2017-11-13,FIFA18,2017-W46
bournemouth,1943,75,76,74,75,41.3,balanced,little,normal,organised,normal,normal,press,medium,normal,cover,3,3,33,27.64,24.79,2017-11-13,FIFA18,2017-W46
brighton_&_hove_albion,1808,74,72,75,74,31.6,balanced,normal,normal,organised,lots,normal,press,medium,normal,cover,2,1,33,27.09,25.97,2017-11-13,FIFA18,2017-W46
huddersfield_town,1939,73,75,72,73,32.4,balanced,normal,normal,organised,normal,normal,press,high,normal,cover,2,1,33,26.64,24.27,2017-11-13,FIFA18,2017-W46
chelsea,5,84,85,84,82,93.4,balanced,normal,safe,organised,normal,normal,press,high,normal,cover,10,10,33,26.55,23.82,2017-11-06,FIFA18,2017-W45
manchester_city,10,83,85,85,82,150,slow,normal,normal,free_form,normal,little,press,medium,normal,cover,10,9,33,26.36,23.55,2017-11-06,FIFA18,2017-W45
manchester_united,11,83,87,83,81,169.2,balanced,normal,normal,free_form,normal,little,press,medium,normal,cover,10,10,33,26.27,24.64,2017-11-06,FIFA18,2017-W45
arsenal,1,82,85,82,81,90.7,slow,normal,safe,free_form,normal,normal,press,high,narrow,cover,9,9,33,27.91,24.76,2017-11-06,FIFA18,2017-W45
tottenham_hotspur,18,82,85,81,81,71.4,balanced,little,safe,organised,little,little,press,high,normal,cover,9,8,33,24.73,23.36,2017-11-06,FIFA18,2017-W45
liverpool,9,81,83,82,77,76,balanced,lots,normal,free_form,normal,normal,press,high,normal,cover,9,7,33,25.09,23.88,2017-11-06,FIFA18,2017-W45
everton,7,80,68,79,78,64.4,balanced,little,safe,organised,normal,normal,press,high,normal,cover,8,6,33,26.27,25.18,2017-11-06,FIFA18,2017-W45
southampton,17,78,78,78,78,50.5,balanced,normal,normal,organised,normal,normal,press,high,normal,cover,7,5,33,26.36,24.33,2017-11-06,FIFA18,2017-W45
west_ham_united,19,78,80,78,78,63.2,balanced,normal,normal,organised,lots,normal,press,medium,normal,cover,7,5,33,28.64,24.52,2017-11-06,FIFA18,2017-W45
leicester_city,95,78,79,80,76,53.7,fast,normal,normal,organised,normal,normal,press,medium,normal,cover,5,5,33,28.27,25.15,2017-11-06,FIFA18,2017-W45
watford,1795,77,77,76,76,44.8,balanced,normal,normal,organised,normal,normal,press,medium,normal,cover,3,3,33,27.55,26.03,2017-11-06,FIFA18,2017-W45
stoke_city,1806,77,78,76,77,48.3,balanced,normal,normal,organised,normal,normal,press,medium,normal,cover,6,4,33,26.64,24.55,2017-11-06,FIFA18,2017-W45
west_bromwich_albion,109,77,80,77,76,41.1,fast,normal,normal,organised,lots,normal,contain,deep,narrow,cover,5,4,31,28.45,25.48,2017-11-06,FIFA18,2017-W45
crystal_palace,1799,76,79,74,76,45.8,balanced,normal,risky,organised,normal,normal,press,high,normal,cover,4,4,33,25.73,25.21,2017-11-06,FIFA18,2017-W45
swansea_city,1960,76,76,77,75,45,balanced,normal,normal,organised,normal,normal,press,medium,normal,cover,5,4,33,25.36,25.3,2017-11-06,FIFA18,2017-W45
burnley,1796,75,74,75,76,40.7,balanced,normal,normal,organised,normal,lots,press,medium,wide,cover,3,3,33,26.82,25.58,2017-11-06,FIFA18,2017-W45
newcastle_united,13,75,74,74,75,34.1,balanced,normal,normal,organised,normal,normal,press,medium,normal,cover,10,3,33,25,23.97,2017-11-06,FIFA18,2017-W45
bournemouth,1943,75,76,74,75,41.3,balanced,little,normal,organised,normal,normal,press,medium,normal,cover,3,3,33,27.82,24.79,2017-11-06,FIFA18,2017-W45
brighton_&_hove_albion,1808,74,72,75,74,31.6,balanced,normal,normal,organised,lots,normal,press,medium,normal,cover,2,1,33,27,25.97,2017-11-06,FIFA18,2017-W45
huddersfield_town,1939,73,75,72,73,32.4,balanced,normal,normal,organised,normal,normal,press,high,normal,cover,2,1,33,26.64,24.27,2017-11-06,FIFA18,2017-W45
chelsea,5,84,85,84,82,93.4,balanced,normal,safe,organised,normal,normal,press,high,normal,cover,10,10,33,26.55,23.82,2017-11-02,FIFA18,2017-W44
manchester_city,10,83,85,85,82,150,slow,normal,normal,free_form,normal,little,press,medium,normal,cover,10,9,33,26.36,23.55,2017-11-02,FIFA18,2017-W44
manchester_united,11,83,87,83,81,169.2,balanced,normal,normal,free_form,normal,little,press,medium,normal,cover,10,10,33,26.27,24.64,2017-11-02,FIFA18,2017-W44
arsenal,1,82,85,82,81,90.7,slow,normal,safe,free_form,normal,normal,press,high,narrow,cover,9,9,33,27.91,24.76,2017-11-02,FIFA18,2017-W44
tottenham_hotspur,18,82,85,81,81,71.4,balanced,little,safe,organised,little,little,press,high,normal,cover,9,8,33,24.73,23.36,2017-11-02,FIFA18,2017-W44
liverpool,9,81,83,82,77,76,balanced,lots,normal,free_form,normal,normal,press,high,normal,cover,9,7,33,25.09,23.88,2017-11-02,FIFA18,2017-W44
everton,7,80,68,79,78,64.4,balanced,little,safe,organised,normal,normal,press,high,normal,cover,8,6,33,26.27,25.18,2017-11-02,FIFA18,2017-W44
southampton,17,78,78,78,78,50.5,balanced,normal,normal,organised,normal,normal,press,high,normal,cover,7,5,33,26.36,24.33,2017-11-02,FIFA18,2017-W44
west_ham_united,19,78,80,78,78,63.2,balanced,normal,normal,organised,lots,normal,press,medium,normal,cover,7,5,33,28.64,24.52,2017-11-02,FIFA18,2017-W44
leicester_city,95,78,79,80,76,53.7,fast,normal,normal,organised,normal,normal,press,medium,normal,cover,5,5,33,28.27,25.15,2017-11-02,FIFA18,2017-W44
watford,1795,77,77,76,76,44.8,balanced,normal,normal,organised,normal,normal,press,medium,normal,cover,3,3,33,27.55,26.03,2017-11-02,FIFA18,2017-W44
stoke_city,1806,77,78,76,77,48.3,balanced,normal,normal,organised,normal,normal,press,medium,normal,cover,6,4,33,26.64,24.55,2017-11-02,FIFA18,2017-W44
west_bromwich_albion,109,77,80,77,76,41.1,fast,normal,normal,organised,lots,normal,contain,deep,narrow,cover,5,4,31,28.45,25.48,2017-11-02,FIFA18,2017-W44
crystal_palace,1799,76,79,74,76,45.8,balanced,normal,risky,organised,normal,normal,press,high,normal,cover,4,4,33,25.73,25.21,2017-11-02,FIFA18,2017-W44
swansea_city,1960,76,76,77,75,45,balanced,normal,normal,organised,normal,normal,press,medium,normal,cover,5,4,33,25.36,25.3,2017-11-02,FIFA18,2017-W44
burnley,1796,75,74,75,76,40.7,balanced,normal,normal,organised,normal,lots,press,medium,wide,cover,3,3,33,26.82,25.58,2017-11-02,FIFA18,2017-W44
newcastle_united,13,75,74,74,75,34.1,balanced,normal,normal,organised,normal,normal,press,medium,normal,cover,10,3,33,25,23.97,2017-11-02,FIFA18,2017-W44
bournemouth,1943,75,76,74,75,41.3,balanced,little,normal,organised,normal,normal,press,medium,normal,cover,3,3,33,27.82,24.79,2017-11-02,FIFA18,2017-W44
brighton_&_hove_albion,1808,74,72,75,74,31.6,balanced,normal,normal,organised,lots,normal,press,medium,normal,cover,2,1,33,27,25.97,2017-11-02,FIFA18,2017-W44
huddersfield_town,1939,73,75,72,73,32.4,balanced,normal,normal,organised,normal,normal,press,high,normal,cover,2,1,33,26.64,24.27,2017-11-02,FIFA18,2017-W44
chelsea,5,84,85,84,82,93.4,balanced,normal,safe,organised,normal,normal,press,high,normal,cover,10,10,33,26.55,23.82,2017-10-30,FIFA18,2017-W44
manchester_city,10,83,84,85,81,150,slow,normal,normal,free_form,normal,little,press,medium,normal,cover,10,9,33,26.36,23.55,2017-10-30,FIFA18,2017-W44
manchester_united,11,83,87,83,81,169.2,balanced,normal,normal,free_form,normal,little,press,medium,normal,cover,10,10,33,26.27,24.64,2017-10-30,FIFA18,2017-W44
arsenal,1,82,85,82,81,90.7,slow,normal,safe,free_form,normal,normal,press,high,narrow,cover,9,9,33,27.91,24.73,2017-10-30,FIFA18,2017-W44
liverpool,9,82,83,82,77,76,balanced,lots,normal,free_form,normal,normal,press,high,normal,cover,9,7,33,25.09,23.97,2017-10-30,FIFA18,2017-W44
tottenham_hotspur,18,82,85,81,82,71.4,balanced,little,safe,organised,little,little,press,high,normal,cover,9,8,33,24.55,23.36,2017-10-30,FIFA18,2017-W44
everton,7,80,74,82,79,64.4,balanced,little,safe,organised,normal,normal,press,high,normal,cover,8,6,33,27.64,25.24,2017-10-30,FIFA18,2017-W44
southampton,17,78,78,78,78,50.5,balanced,normal,normal,organised,normal,normal,press,high,normal,cover,7,5,33,26.36,24.33,2017-10-30,FIFA18,2017-W44
west_ham_united,19,78,80,78,78,63.2,balanced,normal,normal,organised,lots,normal,press,medium,normal,cover,7,5,33,28.64,24.52,2017-10-30,FIFA18,2017-W44
leicester_city,95,78,79,78,76,53.7,fast,normal,normal,organised,normal,normal,press,medium,normal,cover,5,5,33,27.91,25.15,2017-10-30,FIFA18,2017-W44
watford,1795,77,77,76,76,44.8,balanced,normal,normal,organised,normal,normal,press,medium,normal,cover,3,3,33,27.55,26.03,2017-10-30,FIFA18,2017-W44
stoke_city,1806,77,78,76,77,48.3,balanced,normal,normal,organised,normal,normal,press,medium,normal,cover,6,4,33,26.27,24.55,2017-10-30,FIFA18,2017-W44
west_bromwich_albion,109,77,80,77,76,41.1,fast,normal,normal,organised,lots,normal,contain,deep,narrow,cover,5,4,31,28.45,25.48,2017-10-30,FIFA18,2017-W44
crystal_palace,1799,76,80,76,76,45.8,balanced,normal,risky,organised,normal,normal,press,high,normal,cover,4,4,33,25.91,25.24,2017-10-30,FIFA18,2017-W44
swansea_city,1960,76,76,77,75,45,balanced,normal,normal,organised,normal,normal,press,medium,normal,cover,5,4,33,25.36,25.3,2017-10-30,FIFA18,2017-W44
burnley,1796,75,74,75,76,40.7,balanced,normal,normal,organised,normal,lots,press,medium,wide,cover,3,3,33,26.82,25.58,2017-10-30,FIFA18,2017-W44
newcastle_united,13,75,74,74,75,34.1,balanced,normal,normal,organised,normal,normal,press,medium,normal,cover,10,3,33,25,23.97,2017-10-30,FIFA18,2017-W44
bournemouth,1943,75,76,74,75,41.3,balanced,little,normal,organised,normal,normal,press,medium,normal,cover,3,3,33,27.82,24.79,2017-10-30,FIFA18,2017-W44
brighton_&_hove_albion,1808,74,74,74,74,31.6,balanced,normal,normal,organised,lots,normal,press,medium,normal,cover,2,1,33,27,25.97,2017-10-30,FIFA18,2017-W44
huddersfield_town,1939,73,75,72,72,32.4,balanced,normal,normal,organised,normal,normal,press,high,normal,cover,2,1,33,26.09,24.27,2017-10-30,FIFA18,2017-W44
chelsea,5,84,85,84,82,93.4,balanced,normal,safe,organised,normal,normal,press,high,normal,cover,10,10,33,26.55,23.82,2017-10-26,FIFA18,2017-W43
manchester_city,10,83,84,85,81,150,slow,normal,normal,free_form,normal,little,press,medium,normal,cover,10,9,33,26.36,23.55,2017-10-26,FIFA18,2017-W43
manchester_united,11,83,87,83,81,169.2,balanced,normal,normal,free_form,normal,little,press,medium,normal,cover,10,10,33,26.27,24.64,2017-10-26,FIFA18,2017-W43
arsenal,1,82,85,82,81,90.7,slow,normal,safe,free_form,normal,normal,press,high,narrow,cover,9,9,33,27.91,24.73,2017-10-26,FIFA18,2017-W43
liverpool,9,82,83,82,77,76,balanced,lots,normal,free_form,normal,normal,press,high,normal,cover,9,7,33,25.09,23.97,2017-10-26,FIFA18,2017-W43
tottenham_hotspur,18,82,85,81,82,71.4,balanced,little,safe,organised,little,little,press,high,normal,cover,9,8,33,24.55,23.36,2017-10-26,FIFA18,2017-W43
everton,7,80,74,82,79,64.4,balanced,little,safe,organised,normal,normal,press,high,normal,cover,8,6,33,27.64,25.24,2017-10-26,FIFA18,2017-W43
southampton,17,78,78,78,78,50.5,balanced,normal,normal,organised,normal,normal,press,high,normal,cover,7,5,33,26.36,24.33,2017-10-26,FIFA18,2017-W43
west_ham_united,19,78,80,78,78,63.2,balanced,normal,normal,organised,lots,normal,press,medium,normal,cover,7,5,33,28.64,24.52,2017-10-26,FIFA18,2017-W43
leicester_city,95,78,79,78,76,53.7,fast,normal,normal,organised,normal,normal,press,medium,normal,cover,5,5,33,27.91,25.15,2017-10-26,FIFA18,2017-W43
watford,1795,77,77,76,76,44.8,balanced,normal,normal,organised,normal,normal,press,medium,normal,cover,3,3,33,27.55,26.03,2017-10-26,FIFA18,2017-W43
stoke_city,1806,77,78,76,77,48.3,balanced,normal,normal,organised,normal,normal,press,medium,normal,cover,6,4,33,26.27,24.55,2017-10-26,FIFA18,2017-W43
west_bromwich_albion,109,77,80,77,76,41.1,fast,normal,normal,organised,lots,normal,contain,deep,narrow,cover,5,4,31,28.45,25.48,2017-10-26,FIFA18,2017-W43
crystal_palace,1799,76,80,76,76,45.8,balanced,normal,risky,organised,normal,normal,press,high,normal,cover,4,4,33,25.91,25.24,2017-10-26,FIFA18,2017-W43
swansea_city,1960,76,76,77,75,45,balanced,normal,normal,organised,normal,normal,press,medium,normal,cover,5,4,33,25.36,25.3,2017-10-26,FIFA18,2017-W43
burnley,1796,75,74,75,76,40.7,balanced,normal,normal,organised,normal,lots,press,medium,wide,cover,3,3,33,26.82,25.58,2017-10-26,FIFA18,2017-W43
newcastle_united,13,75,74,74,75,34.1,balanced,normal,normal,organised,normal,normal,press,medium,normal,cover,10,3,33,25,23.97,2017-10-26,FIFA18,2017-W43
bournemouth,1943,75,76,74,75,41.3,balanced,little,normal,organised,normal,normal,press,medium,normal,cover,3,3,33,27.82,24.79,2017-10-26,FIFA18,2017-W43
brighton_&_hove_albion,1808,74,74,74,74,31.6,balanced,normal,normal,organised,lots,normal,press,medium,normal,cover,2,1,33,27,25.97,2017-10-26,FIFA18,2017-W43
huddersfield_town,1939,73,75,72,72,32.4,balanced,normal,normal,organised,normal,normal,press,high,normal,cover,2,1,33,26.09,24.27,2017-10-26,FIFA18,2017-W43
chelsea,5,84,85,84,82,93.4,balanced,normal,safe,organised,normal,normal,press,high,normal,cover,10,10,33,26.55,23.82,2017-10-23,FIFA18,2017-W43
manchester_city,10,83,84,85,81,150,slow,normal,normal,free_form,normal,little,press,medium,normal,cover,10,9,33,26.36,23.55,2017-10-23,FIFA18,2017-W43
manchester_united,11,83,87,83,81,169.2,balanced,normal,normal,free_form,normal,little,press,medium,normal,cover,10,10,33,26.27,24.64,2017-10-23,FIFA18,2017-W43
arsenal,1,82,85,82,81,90.7,slow,normal,safe,free_form,normal,normal,press,high,narrow,cover,9,9,33,27.91,24.73,2017-10-23,FIFA18,2017-W43
liverpool,9,82,83,82,77,76,balanced,lots,normal,free_form,normal,normal,press,high,normal,cover,9,7,33,25.09,23.97,2017-10-23,FIFA18,2017-W43
tottenham_hotspur,18,82,85,81,82,71.4,balanced,little,safe,organised,little,little,press,high,normal,cover,9,8,33,24.55,23.36,2017-10-23,FIFA18,2017-W43
everton,7,80,79,82,79,64.4,balanced,little,safe,organised,normal,normal,press,high,normal,cover,8,6,33,27.73,25.24,2017-10-23,FIFA18,2017-W43
southampton,17,78,78,78,78,50.5,balanced,normal,normal,organised,normal,normal,press,high,normal,cover,7,5,33,26.36,24.33,2017-10-23,FIFA18,2017-W43
west_ham_united,19,78,80,78,78,63.2,balanced,normal,normal,organised,lots,normal,press,medium,normal,cover,7,5,33,28.45,24.52,2017-10-23,FIFA18,2017-W43
leicester_city,95,78,79,78,76,53.7,fast,normal,normal,organised,normal,normal,press,medium,normal,cover,5,5,33,27.91,25.15,2017-10-23,FIFA18,2017-W43
watford,1795,77,77,76,76,44.8,balanced,normal,normal,organised,normal,normal,press,medium,normal,cover,3,3,33,27.55,26.03,2017-10-23,FIFA18,2017-W43
stoke_city,1806,77,78,76,77,48.3,balanced,normal,normal,organised,normal,normal,press,medium,normal,cover,6,4,33,26.27,24.55,2017-10-23,FIFA18,2017-W43
west_bromwich_albion,109,77,80,77,76,41.1,fast,normal,normal,organised,lots,normal,contain,deep,narrow,cover,5,4,31,28.45,25.48,2017-10-23,FIFA18,2017-W43
crystal_palace,1799,76,80,76,76,45.8,balanced,normal,risky,organised,normal,normal,press,high,normal,cover,4,4,33,25.91,25.24,2017-10-23,FIFA18,2017-W43
swansea_city,1960,76,76,77,75,45,balanced,normal,normal,organised,normal,normal,press,medium,normal,cover,5,4,33,25.36,25.3,2017-10-23,FIFA18,2017-W43
burnley,1796,75,74,75,76,40.7,balanced,normal,normal,organised,normal,lots,press,medium,wide,cover,3,3,33,26.64,25.58,2017-10-23,FIFA18,2017-W43
newcastle_united,13,75,74,74,75,34.1,balanced,normal,normal,organised,normal,normal,press,medium,normal,cover,10,3,33,25,23.97,2017-10-23,FIFA18,2017-W43
bournemouth,1943,75,76,74,75,41.3,balanced,little,normal,organised,normal,normal,press,medium,normal,cover,3,3,33,28.09,24.79,2017-10-23,FIFA18,2017-W43
brighton_&_hove_albion,1808,74,74,74,74,31.6,balanced,normal,normal,organised,lots,normal,press,medium,normal,cover,2,1,33,27,25.97,2017-10-23,FIFA18,2017-W43
huddersfield_town,1939,73,75,72,72,32.4,balanced,normal,normal,organised,normal,normal,press,high,normal,cover,2,1,33,26.09,24.27,2017-10-23,FIFA18,2017-W43
chelsea,5,84,85,84,82,93.4,balanced,normal,safe,organised,normal,normal,press,high,normal,cover,10,10,33,26.55,23.82,2017-10-19,FIFA18,2017-W42
manchester_city,10,83,84,85,81,150,slow,normal,normal,free_form,normal,little,press,medium,normal,cover,10,9,33,26.36,23.55,2017-10-19,FIFA18,2017-W42
manchester_united,11,83,87,83,81,169.2,balanced,normal,normal,free_form,normal,little,press,medium,normal,cover,10,10,33,26.27,24.64,2017-10-19,FIFA18,2017-W42
arsenal,1,82,85,82,81,90.7,slow,normal,safe,free_form,normal,normal,press,high,narrow,cover,9,9,33,27.91,24.73,2017-10-19,FIFA18,2017-W42
liverpool,9,82,83,82,77,76,balanced,lots,normal,free_form,normal,normal,press,high,normal,cover,9,7,33,25.09,23.97,2017-10-19,FIFA18,2017-W42
tottenham_hotspur,18,82,85,81,82,71.4,balanced,little,safe,organised,little,little,press,high,normal,cover,9,8,33,24.55,23.36,2017-10-19,FIFA18,2017-W42
everton,7,80,79,82,79,64.4,balanced,little,safe,organised,normal,normal,press,high,normal,cover,8,6,33,27.73,25.24,2017-10-19,FIFA18,2017-W42
southampton,17,78,78,78,78,50.5,balanced,normal,normal,organised,normal,normal,press,high,normal,cover,7,5,33,26.36,24.33,2017-10-19,FIFA18,2017-W42
west_ham_united,19,78,80,78,78,63.2,balanced,normal,normal,organised,lots,normal,press,medium,normal,cover,7,5,33,28.45,24.52,2017-10-19,FIFA18,2017-W42
leicester_city,95,78,79,78,76,53.7,fast,normal,normal,organised,normal,normal,press,medium,normal,cover,5,5,33,27.91,25.15,2017-10-19,FIFA18,2017-W42
watford,1795,77,77,76,76,44.8,balanced,normal,normal,organised,normal,normal,press,medium,normal,cover,3,3,33,27.55,26.03,2017-10-19,FIFA18,2017-W42
